Hirslanden Klinik Birshof;A.7.12.M OP nur an Koronargefässen ohne Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;A.7.13.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 20-49, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;A.7.14.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 50-59, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;A.7.15.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 60-69, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;A.7.16.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 70-79, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;A.7.17.M OP nur an Koronargefässen ohne Herzinfarkt, Alter >79, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;A.7.18.P Anteil Beatmungsfälle >95 h bei OP nur an Koronargefässen ohne Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1 Schlaganfall; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.6.P Anteil Schlaganfälle mit Stroke Unit Behandlung (Alter >19);*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.7.M Hirninfarkt (ICD­10 I63, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.8.M Hirninfarkt (ICD­10 I63, Alter >19), Direktaufnahmen, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.9.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.9.M Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.10.M Intrazerebrale Blutung (ICD­10 I61, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.11.M Subarachnoidalblutung (ICD­10 I60, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD­10 I64, Alter >19);*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.1.12.M Schlaganfall n.n.bez. (ICD­10 I64, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.2 Transitorisch ischämische Attacke (TIA); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;B.2.1.M TIA, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;C Geriatrische Frührehablitation; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;C.1 Geriatrische Frührehabilitation; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;C.1.1.F Geriatrische Frührehabilitation;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D Erkrankungen der Lunge; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;D.1 Lungenentzündung (Pneumonie); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;D.1.1.M HD Pneumonie, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.2.M HD Pneumonie, Alter <20, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.3.M HD Pneumonie, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.4.M HD Pneumonie, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.5.M HD Pneumonie, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.6.M HD Pneumonie, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;D.2.1.M COPD (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.3 Lungenkrebs; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;D.3.1.F Stationäre Behandlungen bei Lungenkrebs;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;D.4.1.M Grössere Resektionen von Lunge oder Bronchien insgesamt, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E Operationen an Bauchorganen und Schilddrüse (Viszeralchirurgie); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalität;*;*;*;<10;*;*;*;0;
Hirslanden Klinik Birshof;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;*;*;*;<10;*;*;*;0;
Hirslanden Klinik Birshof;E.2 Hernienoperationen; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.2.1.M Herniotomie ohne OP am Darm, Mortalität;0.0%;0.0%;0;17;0.0%;0.0%;0;23;
Hirslanden Klinik Birshof;E.2.2.M Herniotomie mit OP am Darm, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.3 Eingriffe an der Schilddrüse; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.3.1.F Resektion der Schilddrüse;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;E.3.2.P Anteil Beatmungsfälle >95 h bei Resektion der Schilddrüse;0.0%;0.3%;*;0;0.0%;0.3%;*;0;
Hirslanden Klinik Birshof;E.3.3.F Radiojodtherapie;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.4.1.M Kolorektale Resektionen insgesamt, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.7.M Kolorektale Resektionen bei Darmischämie, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.5 Operationen am Magen; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.5.1.F Magenresektionen insgesamt;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.5.2.M Magenresektionen (ohne Ösophaguseingriff) bei Magenkarzinom, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.5.3.M Magenresektionen mit komplexem Eingriff am Ösophagus, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.6 Operationen am Ösophagus; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.6.1.M Komplexe Eingriffe am Ösophagus, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F Operationen an Gefässen; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;F.1 Extrakranielle Gefässoperationen; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;F.1.1.M Extrakranielle Gefäss­OP, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.1.2.M Perkutane Stentimplantation in extrakranielle Gefässe, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.1.3.F Weitere extrakranielle Gefäss­OP bei OP an Herz oder Aorta;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;F.2.1.F OP an der Aorta insgesamt;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.2.3.M Endovaskuläre abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.2.5.M Aortenaneurysma rupturiert, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3 Operationen an Becken­/Beinarterien; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;F.3.1.F OP an Becken­/Beinarterien insgesamt;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.2.M OP an Becken­/Beinarterien bei Claudicatio, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.3.M OP an Becken­/Beinarterien bei Ruheschmerz, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.4.M OP an Becken­/Beinarterien bei Ulzeration oder Gangrän, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.5.M OP an Becken­/Beinarterien bei arterieller Embolie/Thrombose, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.6.M OP an Becken­/Beinarterien bei Komplikationen durch Prothesen/Implantate, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.7.M OP an Becken­/Beinarterien bei Aneurysma/Dissektion, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.8.F OP an Becken­/Beinarterien kombiniert mit Aorten­OP;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.3.9.F OP an Becken­/Beinarterien bei anderen komplexen Diagnosen;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.4 Amputationen; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;F.4.1.M Amputation im Fussbereich, kein Trauma, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;F.4.2.M Amputation untere Extremität, kein Trauma, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;G.1 Geburten; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;G.1.1.F Stationäre Geburten;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.1.1.P Anteil Todesfall der Mutter bei stationären Geburten;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.1.3.P Anteil vaginale Geburten mit Episiotomie;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.1.4.P Anteil Kaiserschnitt (Sectio);*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2 Neugeborene; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;G.2.1.F Neugeborene <1250 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.2.F Neugeborene <1250 g, Zuverlegungen;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.3.F Neugeborene <500 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.4.F Neugeborene 500-749 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.5.F Neugeborene 750-999 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.6.F Neugeborene 1000-1249 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.7.F Neugeborene 1250-1499 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.8.F Neugeborene 1500-2499 g;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.2.9.F Neugeborene >2499 g oder ohne Gewichtsangabe;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;G.3 Entfernung der Gebärmutter bei gutartigen Erkrankungen (Hysterektomie); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;G.3.1.M Hysterektomie bei gutartigen Erkrankungen, Mortalität;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;G.3.2.P Anteil laparoskopische/vaginale OP bei Hysterektomien, ohne Plastik;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;G.4 Brustkrebs; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;G.4.1.F Stationäre Behandlungen bei Brustkrebs;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;G.5 Eingriffe an der Brust; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;G.5.1.F Eingriffe an der Brust insgesamt (Mammaresektionen und ­plastiken);*;*;*;22;*;*;*;26;
Hirslanden Klinik Birshof;G.5.2.F Resektionen der Mamma bei Brustkrebs;*;*;*;<10;*;*;*;0;
Hirslanden Klinik Birshof;G.5.3.P Anteil brusterhaltende Resektionen bei Brustkrebs;*;*;*;<10;*;*;*;0;
Hirslanden Klinik Birshof;H Erkrankungen der Harnwege und der männlichen Geschlechtsorgane; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;H.1 Entfernung der Niere (Nephrektomie); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;H.1.1.M Vollständige Nephrektomie, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.1.2.P Anteil laparoskopische OP bei vollständiger Nephrektomie;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.1.3.P Anteil partielle Nephrektomie;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.1.3.M Partielle Nephrektomie, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.1.4.P Anteil laparoskopische OP bei partieller Nephrektomie;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.2 Nierensteine; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;H.2.1.F HD Nierensteine;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.2.2.P Anteil Intervention zur Steinentfernung bei HD Nierensteine;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.3 Eingriffe an der Harnblase; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;H.3.1.F HD Malignom der Blase;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.3.2.F TUR der Blase insgesamt;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.3.3.F TUR der Blase bei Malignom;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.3.4.P Anteil Malignom­TUR mit Instillation von Chemotherapeutika in die Harnblase;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.3.5.M Entfernung der Harnblase (Zystektomie), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.4 Entfernung der Prostata durch Abtragung über die Harnröhre (Prostata­TUR); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;H.4.1.M Prostata­TUR, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.5 Prostatakarzinom; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;H.5.1.F Prostatakarzinom (als HD oder ND);*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;H.5.2.M Radikale Prostatovesikulektomie, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;I Orthopädische und unfallchirurgische Krankheitsbilder; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;I.1 Gelenkersatz, Totalendoprothese (TEP); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;I.1.1.M Hüft­TEP­Erstimplantation (nicht bei Frakturen), Mortalität;0.0%;0.1%;0;121;0.0%;0.1%;0;104;
Hirslanden Klinik Birshof;I.1.2.M Hüft­TEP­Wechsel und Komponentenwechsel, Mortalität;*;*;*;<10;0.0%;0.4%;0;10;
Hirslanden Klinik Birshof;I.1.3.M Knie­TEP­Erstimplantation, Mortalität;0.0%;0.1%;0;107;0.0%;0.1%;0;144;
Hirslanden Klinik Birshof;I.1.4.M Wechsel einer Knie­TEP, Mortalität;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;I.1.5.M Hüft­ oder Knie­TEP mit Tumorendoprothese, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;I.2 Operationen an der Wirbelsäule; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;I.2.1.F OP an der Wirbelsäule insgesamt;*;*;*;119;*;*;*;111;
Hirslanden Klinik Birshof;I.2.2.M Exzision von Bandscheibengewebe (ohne Unfall, Tumor, komplexe OP an Wirbelsäule), Mortalität;0.0%;0.0%;0;35;0.0%;0.1%;0;35;
Hirslanden Klinik Birshof;I.3 Hüftgelenknahe Frakturen; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;I.3.1.M Schenkelhalsfraktur (Alter >19), Mortalität;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;I.3.2.M Schenkelhalsfraktur, Alter 20-59, Mortalität;*;*;*;0;*;*;*;<10;
Hirslanden Klinik Birshof;I.3.3.M Schenkelhalsfraktur, Alter 60-69, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;I.3.4.M Schenkelhalsfraktur, Alter 70-79, Mortalität;*;*;*;<10;*;*;*;<10;
Hirslanden Klinik Birshof;I.3.5.M Schenkelhalsfraktur, Alter 80-84, Mortalität;*;*;*;0;*;*;*;<10;
Hirslanden Klinik Birshof;I.3.6.M Schenkelhalsfraktur, Alter 85-89, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;I.3.7.M Schenkelhalsfraktur, Alter >89, Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;I.3.8.M Pertrochantäre Fraktur (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;J Komplexe, heterogene Krankheitsbilder (Tracer für Peer Review); ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;J.1 Beatmung; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;J.1.1.M Beatmungsfälle >95 h (ohne Neugeborene), Mortalität;*;*;*;0;*;*;*;0;
Hirslanden Klinik Birshof;J.2 Sepsis; ; ; ; ; ; ; ; ;
Hirslanden Klinik Birshof;J.2.1.M HD Sepsis, Mortalität;*;*;*;0;*;*;*;0;
Institution;Indikator;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009;beobachtete Rate 2010;erwartete Rate 2010;SMR 2010;Fallzahl 2010;
Klinik Gut AG;A Erkrankungen des Herzens; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.1 Herzinfarkt; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.1.1.M HD Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.5.M HD Herzinfarkt, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargefässen;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen nicht weiter verlegt, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; ;
Klinik Gut AG;A.3.1.F Fälle mit LHK mit Koronardiagnostik/­intervention insgesamt;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.3.2.M Fälle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.3.3.M Fälle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.3.4.M Fälle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);*;*;*;0;*;*;*;0;
Klinik Gut AG;A.3.6.F Fälle mit LHK bei Kindern und Jugendlichen (Alter <20);*;*;*;0;*;*;*;0;
Klinik Gut AG;A.4 Herzrhythmusstörungen; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.4.1.F HD Herzrhythmusstörungen;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);*;*;*;0;*;*;*;0;
Klinik Gut AG;A.5.2.F Implantation oder Wechsel eines Defibrillators;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.6 Ablative Therapie; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.6.1.F Kathetergestützte ablative Therapie;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.6.2.F Chirurgisch ablative Therapie;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.7 Operationen am Herzen; ; ; ; ; ; ; ; ;
Klinik Gut AG;A.7.1.F OP am Herzen insgesamt;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.7.2.F OP an Herzklappen;*;*;*;0;*;*;*;0;
Klinik Gut AG;A.7.3.F OP an Koronargefässen;*;*;*;0;*;*;*;0;
