institution;indicator;taux observé 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observé 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;
Clinica fondazione G. Varini;E.1.2.P OP laparoscopica per colecistectomia in caso di calcoli biliari e colecistite, senza tumore, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.2 Riparazione di ernia; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;E.2.1.M Erniotomia senza OP all'intestino, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.2.2.M Erniotomia con OP all'intestino, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.3 Interventi sulla tiroide; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;E.3.1.F Resezione della tiroide;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.3.2.P Casi totali di ventilazione meccanica >95 h in caso di resezione della tiroide, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.3.3.F Radioiodioterapia;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;E.4 Interventi maggiori su colon e retto (interventi colorettali); ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;E.4.1.M Numero totale di resezioni colorettali, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.2.M Resezioni del colon per carcinoma colorettale senza diagnosi complicante, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.3.M Resezioni del colon per carcinoma colorettale con diagnosi complicante, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.4.M Resezioni del retto per carcinoma colorettale, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.5.M Resezioni colorettali per diverticolo senza ascesso/perforazione, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.6.M Resezioni colorettali per diverticolo con ascesso/perforazione, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.7.M Resezione colorettale in caso d'ischemia intestinale, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.8.F Resezioni colorettali per altra diagnosi;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.9.F Interventi colorettali locali per carcinoma colorettale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.4.10.F Interventi colorettali locali non per carcinoma colorettale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.5 Interventi sullo stomaco; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;E.5.1.F Resezione gastrica, totale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.5.2.M Resezione gastrica senza intervento all'esofago in caso di carcinoma allo stomaco, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.5.3.M Resezione gastrica con complesso intervento all'esofago, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.6 Interventi sull’esofago; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;E.6.1.M Interventi complessi sull’esofago, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;E.7 Interventi sul pancreas; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;E.7.1.M Numero totale di resezioni del pancreas (senza trapianto, età >19), mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F Interventi sui vasi; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;F.1 Interventi sui vasi extracranici; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;F.1.1.M Interventi sui vasi extracranici, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.1.2.M Impianto percutaneo di stent in vasi extracranici, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.1.3.F Altri interventi ai vasi extracranici in caso di OP al cuore o all'aorta;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.2 OP in caso di dilatazione dell'aorta (aneurisma aortico); ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;F.2.1.F OP all'aorta totale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.2.2.M OP addominale a cielo aperto in caso di aneurisma aortico senza lacerazione, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.2.3.M OP addominale endovascolare in caso di aneurisma aortico senza lacerazione, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.2.4.F OP in caso di aneurisma toracico o toracicoaddominale (senza valvola aortica);*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.2.5.M Aneurisma aortico con lacerazione, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.3 OP alle arterie del bacino/delle gambe; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;F.3.1.F OP alle arterie del bacino/delle gambe totale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.3.2.M OP alle arterie del bacino/delle gambe in caso di claudicatio, mortalità;...;...;...;...;*;*;*;0;
Clinica fondazione G. Varini;F.3.3.M OP alle arterie del bacino/delle gambe in caso di dolore a riposo, mortalità;...;...;...;...;*;*;*;0;
Clinica fondazione G. Varini;F.3.4.M OP alle arterie del bacino/delle gambe in caso di ulcera o cancrena, mortalità;...;...;...;...;*;*;*;0;
Clinica fondazione G. Varini;F.3.5.M OP alle arterie del bacino/delle gambe in caso di embolia/trombosi, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.3.6.M OP alle arterie del bacino/delle gambe in caso di complicanze dovute a protesi/impianti, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.3.7.M OP alle arterie del bacino/delle gambe in caso di aneurisma/dissecazione, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.3.8.F OP alle arterie del bacino/delle gambe combinata con OP aortica;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.3.9.F OP alle arterie del bacino/delle gambe in caso di altre diagnosi complesse;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.4 Amputazione; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;F.4.1.M Amputazione nella regione del piede, neussun trauma, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;F.4.2.M Amputazione delle estremità inferiori, nessun trauma, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G Ginecologia e ostetricia; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;G.1 Parti; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;G.1.1.F Parti ospedalieri;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.1.1.P Parti ospedalieri con decesso della madre, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.1.2.P Parti vaginali con lacerazione perineale di 3° e 4° grado, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.1.3.P Parti vaginali con episiotomia, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.1.4.P Parti cesarei, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.2 Neonato; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;G.2.1.F Neonato <1250 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.2.F Neonato <1250 g, trasferito da un altro ospedale;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.3.F Neonato <500 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.4.F Neonato 500-749 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.5.F Neonato 750-999 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.6.F Neonato 1000-1249 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.7.F Neonato 1250-1499 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.8.F Neonato 1500-2499 g;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.2.9.F Neonato >2499 g o senza indicazione del peso;*;*;*;...;*;*;*;0;
Clinica fondazione G. Varini;G.3 Asportazione dell’utero per malattie benigne (isterectomia); ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;G.3.1.M Isterectomia per malattie benigne, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.3.2.P OP laparoscopica/vaginale in caso di isterectomia, senza plastica, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.4 Cancro del seno; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;G.4.1.F Trattamenti ospedalieri in caso di cancro al seno;*;*;*;11;*;*;*;12;
Clinica fondazione G. Varini;G.5 Interventi sul seno; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;G.5.1.F Numero totale di interventi sul seno (resezioni e plastiche mammarie);*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.5.2.F Resezione mammaria in caso di cancro al seno;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;G.5.3.P Resezione mammaria a scopo conservativo in caso di cancro al seno, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H Malattie delle vie urinarie e degli organi genitali maschili; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;H.1 Asportazione di rene (nefrectomia e nefrectomia parziale); ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;H.1.1.M Nefrectomia completa, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.1.2.P OP laparoscopica in caso di nefrectomia completa, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.1.3.P Nefrectomia parziale, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.1.3.M Nefrectomia parziale, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.1.4.P OP laparoscopica in caso di nefrectomia parziale, percentuale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.2 Calcoli ai reni; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;H.2.1.F DP calcoli ai reni;*;*;*;0;*;*;*;<10;
Clinica fondazione G. Varini;H.2.2.P Intervento per togliere i calcoli in caso di DP calcoli renali, percentuale;*;*;*;0;0.0%;43.4%;*;0;
Clinica fondazione G. Varini;H.3 Interventi sulla vescica; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;H.3.1.F DP tumore maligno alla vescica;*;*;*;<10;*;*;*;<10;
Clinica fondazione G. Varini;H.3.2.F TUR della vescica, totale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.3.3.F TUR della vescica in caso di tumore maligno;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.3.4.P TUR del tumore maligno con istillazione chemioterapica nella vescica, percentuale;...;...;*;...;*;*;*;0;
Clinica fondazione G. Varini;H.3.5.M Asportazione della vescica (cistectomia), mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.4 Resezione transuretrale (TUR) della prostata; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;H.4.1.M TUR della prostata, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;H.5 Carcinoma prostatico; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;H.5.1.F Carcinoma prostatico (DP o DS);*;*;*;<10;*;*;*;<10;
Clinica fondazione G. Varini;H.5.2.M Prostatovescicolectomia radicale, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I Malattie ortopediche e traumatologiche; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;I.1 Articolare artificiale, endoprotesi totale (TEP); ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;I.1.1.M Prima applicazione dell'endoprotesi totale dell'anca, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.1.2.M Sostituzione dell'endoprotesi totale dell'anca e sostituzione dei componenti, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.1.3.M Prima applicazione dell'endoprotesi totale del ginocchio, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.1.4.M Sostituzione dell'endoprotesi totale tumorale al ginocchio, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.1.5.M Endoprotesi totale tumorale dell'anca o del ginocchio, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.2 Interventi sulla colonna vertebrale; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;I.2.1.F OP alla colonna vertebrale, totale;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.2.2.M Escissione dei tessuti intervertebrali (senza infortunio, tumore, OP complessa alla colonna vertrebrale), mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3 Fratture metafisarie dell'anca; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;I.3.1.M Frattura del collo del femore (età >19), mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.2.M Frattura del collo del femore, età 20-59, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.3.M Frattura del collo del femore, età 60-69, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.4.M Frattura del collo del femore, età 70-79, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.5.M Frattura del collo del femore, età 80-84, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.6.M Frattura del collo del femore, età 85-89, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.7.M Frattura del collo del femore, età >89, mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;I.3.8.M Frattura  pertrocanterica (età >19), mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;J Quadri clinici complessi, eterogenei (tracer per revisione tra pari); ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;J.1 Ventilazione assistita; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;J.1.1.M Casi totali di ventilazione meccanica >95 h (neonati esclusi), mortalità;*;*;*;0;*;*;*;0;
Clinica fondazione G. Varini;J.2 Sepsi; ; ; ; ; ; ; ; ;
Clinica fondazione G. Varini;J.2.1.M DP sepsi, mortalità;*;*;*;0;*;*;*;<10;
instituzione;indicatore;tasso osservato 2008;tasso atteso 2008;SMR 2008;numero di casi 2008;tasso osservato 2009;tasso atteso 2009;SMR 2009;numero di casi 2009;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A Cardiopatie; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1 Infarto miocardico; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.1.M DP infarto miocardico (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.2.M DP infarto miocardico, età 20-44, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.3.M DP infarto miocardico, età 45-64, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.4.M DP infarto miocardico, età 65-84, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.5.M DP infarto miocardico, età >84, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.6.P DP infarto miocardico (età >19), con LHK o OP ai vasi coronarici, percentuale;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.7.M DP infarto miocardico (età >19), ammissioni dirette non trasferito, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.8.M DP infarto miocardico (età >19), trasferito da un altro ospedale, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.9.P Forme acute di infarto al miocardio NAS (età >19), percentuale;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.10.M Infarto transmurale (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.1.11.M Infarto non transmurale/NSTEMI (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.2 Insufficienza cardiaca; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.2.1.M DP insufficienza cardiaca (età >19), mortalità;*;*;*;<10;0.0%;9.6%;0.0;10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.2.2.M DP insufficienza cardiaca, età 20-44, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.2.3.M DP insufficienza cardiaca, età 45-64, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.2.4.M DP insufficienza cardiaca, età 65-84, mortalità;*;*;*;<10;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.2.5.M DP insufficienza cardiaca, età >84, mortalità;*;*;*;<10;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3 Cateterizzazione sinistra del cuore (LHC); ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3.1.F Casi con LHC diagnosi coronarica/intervento coronarico, totale;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3.2.M Casi con LHC in caso d'infarto miocardico (età >19), senza OP al cuore, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3.3.M Casi con LHC senza infarto miocardico con diagnosi complicante (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3.4.M Casi con LHC senza infarto miocardico senza diagnosi complicante (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3.5.P Catetere terapeutico senza infarto miocardico senza diagnosi complicante (età >19), percentuale;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.3.6.F Casi con LHC su bambini e adolescenti (età <20);*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.4 Disturbi del ritmo cardiaco; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.4.1.F DP disturbi del ritmo cardiaco;*;*;*;0;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.5 Trattamento con pacemaker o defibrillatore impiantabile; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.5.1.F Trattamento con pacemaker (impianto e sostituzione, incluso defibrillatore);*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.5.2.F Impianto e sostituzione di defibrillatore;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.6 Terapia ablativa; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.6.1.F Terapia ablativa supportata da catetere;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.6.2.F Terapia ablativa chirurgica;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7 Interventi sul cuore; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.1.F OP al cuore, totale;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.2.F OP alle valvole cardiache;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.3.F OP ai vasi coronarici;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.4.F Altre OP al cuore;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.5.F OP combinata al cuore;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.6.F OP al cuore di bambini o adolescenti  (età <20);*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.7.M Sostituzione isolata della valvola aortica a cuore aperto senza altre OP al cuore, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.11.M OP solo ai vasi coronarici in caso d'infarto miocardico (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.12.M OP solo ai vasi coronarici senza infarto miocardico (età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.13.M OP solo ai vasi coronarici senza infarto miocardico, età 20-49, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.14.M OP solo ai vasi coronarici senza infarto miocardico, età 50-59, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.15.M OP solo ai vasi coronarici senza infarto miocardico, età 60-69, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.16.M OP solo ai vasi coronarici senza infarto miocardico, età 70-79, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.17.M OP solo ai vasi coronarici senza infarto miocardico, età >79, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;A.7.18.P Casi totali di ventilazione meccanica >95 h in caso di OP solo ai vasi coronarici senza infarto miocardico (età >19), percentuale;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1 Colpo apoplettico; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.1.M DP colpo apoplettico, tutte le forme (età >19), mortalità;*;*;*;<10;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.2.M DP colpo apoplettico, tutte le forme, età 20-44, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.3.M DP colpo apoplettico, tutte le forme, età 45-64, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.4.M DP colpo apoplettico, tutte le forme, età 65-84, mortalità;*;*;*;0;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.5.M DP colpo apoplettico, tutte le forme, età >84, mortalità;*;*;*;<10;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.6.P DP colpo apoplettico (età >19) con trattamento in unità Stroke, percentuale;...;...;*;...;0.0%;7.9%;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.7.M Infarto cerebrale (ICD­10 I63, età >19), mortalità;*;*;*;<10;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.8.M Infarto cerebrale (ICD­10 I63, età >19), ammissioni dirette, mortalità;*;*;*;0;*;*;*;<10;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.9.P Infarto cerebrale (ICD­10 I63, età >19) con trombolisi sistemica, percentuale;0.0%;7.8%;*;0;0.0%;7.6%;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.9.M Infarto cerebrale (ICD­10 I63, età >19) con trombolisi sistemica, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.10.M Emorragia intracerebrale (ICD­10 I61, età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.11.M Emorragia subaracnoidea (ICD­10 I60, età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.12.P Colpo apoplettico, non altrimenti specificato (ICD­10 I64, età >19), percentuale;0.0%;15.7%;*;0;0.0%;13.8%;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.1.12.M Colpo apoplettico, non altrimenti specificato (ICD­10 I64, età >19), mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.2 Attacchi ischemici transitori (TIA); ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.2.1.M TIA, mortalità;*;*;*;0;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;B.2.2.P TIA con trattamento in unità Stroke, percentuale;...;...;*;...;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;C Riabilitazione geriatrica precoce; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;C.1 Riabilitazione geriatrica precoce; ; ; ; ; ; ; ; ;
Ospedale Malcantonese Fondazione Giuseppe Rossi;C.1.1.F Riabilitazione geriatrica precoce;*;*;*;...;*;*;*;0;
Ospedale Malcantonese Fondazione Giuseppe Rossi;D Malattie polmonari; ; ; ; ; ; ; ; ;
